RepRapFirmware height map file v2, min error -0.030, max error 0.929, mean 0.508, deviation 0.240
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-170.00,169.00,-170.00,170.00,-1.00,56.49,56.66,7,7
  0.532,  0.447,  0.287,  0.207,  0.248,  0.354,  0.525
  0.402,  0.558,  0.582,  0.540,  0.511,  0.464,  0.331
  0.395,  0.738,  0.882,  0.856,  0.810,  0.620,  0.322
  0.366,  0.765,  0.911,  0.929,  0.849,  0.639,  0.250
  0.423,  0.709,  0.861,  0.850,  0.772,  0.586,  0.331
  0.515,  0.577,  0.605,  0.590,  0.545,  0.532,  0.459
  0.417,  0.200,  0.045, -0.015, -0.030,  0.136,  0.436
